date,latitude,longitude,site,source,chl,chl_field,tss,turb,cond,ph,temp,do,do_sat,doc,poc,toc,tn,tdn,ton,don,pon,no3,nh3,tp,tdp,pp,po4,npr,cnr,cpr,pnpr,pcnr,pcpr,si,cl
2016-08-07,46.65685,-92.20166,lksol,LSNERR,,,,6.229166666666667,190,7.75625,24.459375,7.572916666666667,90.69791666666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-07,46.67236,-92.135614,lkspo,LSNERR,,,,18.447916666666668,233.85416666666666,7.190625,24.333333333333332,2.98125,35.65833333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-07,46.721772,-92.06352,lksba,LSNERR,,,,9.09375,180,7.441666666666666,23.359375,4.632291666666666,54.396875,,,,,,,,,,,,,,,,,,,,,,
2016-08-07,46.748649,-92.10027,lksbl,LSNERR,,,,6.489583333333333,182.60416666666666,7.505208333333333,23.503125,5.707291666666666,67.075,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,46.65685,-92.20166,lksol,LSNERR,,,,6.291666666666667,190.72916666666666,7.783333333333333,24.304166666666667,7.657291666666667,91.44583333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,46.67236,-92.135614,lkspo,LSNERR,,,,18.041666666666668,236.04166666666666,7.197916666666667,24.18125,2.884375,34.30833333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,46.721772,-92.06352,lksba,LSNERR,,,,8.364583333333332,179.6875,7.4593750000000005,23.803125,4.692708333333334,55.65416666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,46.748649,-92.10027,lksbl,LSNERR,,,,5.833333333333334,174.47916666666666,7.526041666666667,23.89375,5.717708333333333,67.94895833333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,46.65685,-92.20166,lksol,LSNERR,,,,6.364583333333333,190,7.742708333333334,24.355208333333334,7.605208333333334,90.953125,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,46.67236,-92.135614,lkspo,LSNERR,,,,17.760416666666668,240,7.198958333333334,24.707291666666666,2.810416666666667,33.901041666666664,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,46.721772,-92.06352,lksba,LSNERR,,,,7.979166666666666,180,7.458333333333334,24.245833333333334,4.730208333333334,56.41875,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,46.748649,-92.10027,lksbl,LSNERR,,,,6.020833333333334,178.95833333333334,7.511458333333334,23.648958333333333,5.682291666666667,66.94479166666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,46.65685,-92.20166,lksol,LSNERR,,,,6.864583333333334,186.14583333333334,7.704166666666667,24.158333333333335,7.460416666666666,88.87083333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,46.67236,-92.135614,lkspo,LSNERR,,,,20,232.8125,7.21875,24.633333333333333,3.151041666666667,37.84583333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,46.721772,-92.06352,lksba,LSNERR,,,,9.427083333333332,180,7.555208333333334,23.753125,5.903125,69.73854166666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,46.748649,-92.10027,lksbl,LSNERR,,,,7.875,169.16666666666666,7.615625,22.820833333333333,6.603125,76.56354166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,46.65685,-92.20166,lksol,LSNERR,,,,6.927083333333334,176.35416666666666,7.648958333333333,22.953125,7.194791666666666,83.77291666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,46.67236,-92.135614,lkspo,LSNERR,,,,22.03125,229.0625,7.1937500000000005,22.958333333333332,2.9052083333333334,33.829166666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,46.721772,-92.06352,lksba,LSNERR,,,,11.78125,180.41666666666666,7.611458333333333,22.460416666666667,6.40625,73.875,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,46.748649,-92.10027,lksbl,LSNERR,,,,8.5625,173.85416666666666,7.632291666666666,21.870833333333334,6.694791666666666,76.35,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,46.65685,-92.20166,lksol,LSNERR,,,,6.354166666666667,170,7.6,22.654166666666665,7.048958333333333,81.565625,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,46.67236,-92.135614,lkspo,LSNERR,,,,57.66666666666669,231.45833333333334,7.184375,22.255208333333332,2.3989583333333333,27.525000000000002,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,46.721772,-92.06352,lksba,LSNERR,,,,11.552083333333332,186.45833333333334,7.553125,21.977083333333333,5.863541666666666,67.00833333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,46.748649,-92.10027,lksbl,LSNERR,,,,7.416666666666666,176.77083333333334,7.632291666666666,21.842708333333334,6.542708333333334,74.51875,,,,,,,,,,,,,,,,,,,,,,
2016-08-13,46.65685,-92.20166,lksol,LSNERR,,,,6.041666666666667,170,7.613541666666666,22.6125,7.266666666666667,84.09583333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-13,46.67236,-92.135614,lkspo,LSNERR,,,,21.822916666666668,236.25,7.182291666666667,22.602083333333333,2.6166666666666667,30.348958333333332,,,,,,,,,,,,,,,,,,,,,,
2016-08-13,46.721772,-92.06352,lksba,LSNERR,,,,11.479166666666668,187.5,7.5562499999999995,22.102083333333333,5.773958333333333,66.15833333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-13,46.748649,-92.10027,lksbl,LSNERR,,,,6.21875,194.27083333333331,7.580208333333333,22.15,6.079166666666667,69.72291666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-14,46.65685,-92.20166,lksol,LSNERR,,,,5.53125,170,7.625,23.109375,7.354166666666667,85.82291666666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-14,46.67236,-92.135614,lkspo,LSNERR,,,,20.604166666666668,241.35416666666666,7.190625,23.364583333333332,2.7333333333333334,32.01354166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-14,46.721772,-92.06352,lksba,LSNERR,,,,9.875,183.85416666666666,7.4437500000000005,22.542708333333334,4.211458333333333,48.65416666666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-14,46.748649,-92.10027,lksbl,LSNERR,,,,5.65625,193.02083333333334,7.5562499999999995,22.4125,5.858333333333333,67.41354166666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,46.65685,-92.20166,lksol,LSNERR,,,,5.229166666666667,170,7.678125,23.13125,7.4875,87.44270833333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,46.67236,-92.135614,lkspo,LSNERR,,,,20.833333333333332,242.70833333333334,7.192708333333333,23.772916666666667,2.846875,33.70520833333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,46.721772,-92.06352,lksba,LSNERR,,,,10.822916666666666,188.64583333333334,7.446875,22.570833333333333,4.725,54.58958333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,46.748649,-92.10027,lksbl,LSNERR,,,,4.541666666666666,186.77083333333334,7.564583333333333,22.646875,5.79375,67.02395833333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,46.65685,-92.20166,lksol,LSNERR,,,,7.03125,172.5,7.7,23.373958333333334,7.508333333333334,88.09479166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,46.67236,-92.135614,lkspo,LSNERR,,,,22.03125,243.02083333333334,7.203125,24.146875,3.127083333333333,37.27708333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,46.721772,-92.06352,lksba,LSNERR,,,,10.427083333333334,190,7.444791666666667,23.151041666666668,4.913541666666666,57.38229166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,46.748649,-92.10027,lksbl,LSNERR,,,,5.625,186.875,7.579166666666667,22.878125,5.798958333333333,67.46354166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,46.65685,-92.20166,lksol,LSNERR,,,,9.072916666666668,182.91666666666666,7.732291666666667,23.815625,7.533333333333333,89.10520833333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,46.67236,-92.135614,lkspo,LSNERR,,,,21.989583333333336,248.125,7.198958333333334,24.496875,2.7697916666666664,33.204166666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,46.721772,-92.06352,lksba,LSNERR,,,,10.625,202.60416666666666,7.440625,23.080208333333335,4.41875,51.608333333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,46.748649,-92.10027,lksbl,LSNERR,,,,6.375,194.79166666666666,7.529166666666667,23.440625,5.347916666666666,62.81458333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,46.65685,-92.20166,lksol,LSNERR,,,,7.427083333333334,190.41666666666666,7.752083333333333,24.20104166666667,7.435416666666667,88.61979166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,46.67236,-92.135614,lkspo,LSNERR,,,,21.5625,250.3125,7.211458333333334,24.780208333333334,2.667708333333333,32.159375,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,46.721772,-92.06352,lksba,LSNERR,,,,11.489583333333332,196.77083333333334,7.441666666666666,23.086458333333333,4.528125,52.907291666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,46.748649,-92.10027,lksbl,LSNERR,,,,6.041666666666667,196.5625,7.539583333333333,23.598958333333332,5.528125,65.07291666666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,46.65685,-92.20166,lksol,LSNERR,,,,6.21875,188.4375,7.703125,24.213541666666668,7.230208333333334,86.1875,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,46.67236,-92.135614,lkspo,LSNERR,,,,21.489583333333336,252.91666666666666,7.2,24.805208333333333,2.44375,29.425,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,46.721772,-92.06352,lksba,LSNERR,,,,12.416666666666666,190.10416666666666,7.458333333333334,23.672916666666666,4.909375,57.91458333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,46.748649,-92.10027,lksbl,LSNERR,,,,5.916666666666666,207.5,7.51875,23.297916666666666,5.334375,62.452083333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-20,46.65685,-92.20166,lksol,LSNERR,,,,6.072916666666667,180,7.696875,23.847916666666666,7.048958333333333,83.48125,,,,,,,,,,,,,,,,,,,,,,
2016-08-20,46.67236,-92.135614,lkspo,LSNERR,,,,21.791666666666668,252.39583333333334,7.197916666666667,23.810416666666665,2.146875,25.366666666666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-20,46.721772,-92.06352,lksba,LSNERR,,,,13.375,190.3125,7.45625,23.2375,4.995833333333334,58.483333333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-20,46.748649,-92.10027,lksbl,LSNERR,,,,7.65625,212.60416666666666,7.504166666666666,22.829166666666666,4.990625,57.91041666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-21,46.65685,-92.20166,lksol,LSNERR,,,,5.885416666666667,176.45833333333334,7.66875,22.977083333333333,7.034375,81.971875,,,,,,,,,,,,,,,,,,,,,,
2016-08-21,46.67236,-92.135614,lkspo,LSNERR,,,,23.604166666666668,250.625,7.241666666666666,22.238541666666666,3.0031250000000003,34.61666666666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-21,46.721772,-92.06352,lksba,LSNERR,,,,14.916666666666668,191.14583333333334,7.492708333333334,21.910416666666666,5.242708333333333,59.846875,,,,,,,,,,,,,,,,,,,,,,
2016-08-21,46.748649,-92.10027,lksbl,LSNERR,,,,7.052083333333334,208.75,7.5375,22.132291666666667,5.304166666666667,60.73125,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,46.65685,-92.20166,lksol,LSNERR,,,,5.552083333333334,170,7.692708333333333,22.97083333333333,7.1625,83.47604166666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,46.67236,-92.135614,lkspo,LSNERR,,,,23.520833333333332,251.77083333333334,7.290625,22.20625,3.6822916666666665,42.369791666666664,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,46.721772,-92.06352,lksba,LSNERR,,,,16.854166666666668,197.8125,7.479166666666667,21.76875,4.932291666666667,56.12083333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,46.748649,-92.10027,lksbl,LSNERR,,,,6.260416666666666,195.72916666666666,7.569791666666666,21.908333333333335,5.634375,64.315625,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,46.65685,-92.20166,lksol,LSNERR,6.85,,12,5.322916666666667,170,7.73125,23.347916666666666,7.453125,87.38020833333333,,,,,,,,,0.096,0.0055,,,,0.014,,,,,,,,
2016-08-23,46.67236,-92.135614,lkspo,LSNERR,16.3,,3.5,23.229166666666664,253.4375,7.307291666666667,23.098958333333332,4.01875,47.04479166666667,,,,,,,,,0.0065,0.0075,,,,0.032,,,,,,,,
2016-08-23,46.721772,-92.06352,lksba,LSNERR,5.9625,,5.5,18.072916666666668,202.39583333333334,7.497916666666667,22.157291666666666,4.96875,56.97291666666667,,,,,,,,,0.346125,0.057,,,,0.0245,,,,,,,,
2016-08-23,46.748649,-92.10027,lksbl,LSNERR,4.699999999999999,,12,5.177083333333334,196.66666666666669,7.5874999999999995,22.354166666666668,5.721875,65.753125,,,,,,,,,0.2365,0.1345,,,,0.023,,,,,,,,
2016-08-24,46.65388889,-92.2377778,USGS-0402402850,USGS-MN,,,,,181,7.9,,,,25.3,,30.8,1.1,0.91,1,0.88,,0.01185,0.02164,0.078,0.02,,0.004945,14.102564102564104,28,394.87179487179486,,,,9.43,5.32
2016-08-24,46.65388889,-92.2131111,USGS-463914092124701,USGS-MN,,,,,189,7.65,,,,25,,32.6,,,1,0.9,,,0.018924,0.066,0.019,,0.004945,,,493.93939393939394,,,,10.5,6
2016-08-24,46.65685,-92.20166,lksol,LSNERR,,,,5.395833333333334,170,7.744791666666667,23.508333333333333,7.534375,88.64583333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,46.6569444,-92.2016667,USGS-463925092120601,USGS-MN,,,,5.7,175,,23.3,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,46.67236,-92.135614,lkspo,LSNERR,,,,23.53684210526316,253.3684210526316,7.294736842105263,23.773684210526316,3.8442105263157895,45.509473684210526,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,46.721772,-92.06352,lksba,LSNERR,4.966666666666667,,5.5,19.53125,200.10416666666666,7.496875,22.696875,5.125,59.325,,,,,,,,,0.3463333333333333,0.0645,,,,0.027166666666666665,,,,,,,,
2016-08-24,46.748649,-92.10027,lksbl,LSNERR,,,,6.0625,198.64583333333334,7.592708333333333,22.79375,5.933333333333334,68.76354166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,46.65685,-92.20166,lksol,LSNERR,,,,5.552083333333333,170,7.783333333333333,23.046875,7.627083333333333,88.91875,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,46.67236,-92.135614,lkspo,LSNERR,,,,24.84375,258.2291666666667,7.296875,23.320833333333333,3.8447916666666666,45.040625,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,46.68530556,-92.1618056,USGS-464107092094201,USGS-MN,,,73,143.753,733.3333333333334,7.8,10.65,4.8,,20.8,,25.400000000000002,1.2,1.1,1.1,1,,0.01,0.018148,0.14,0.062,,0.046972,8.571428571428571,21.166666666666668,181.42857142857142,,,,8.370000000000001,15.9
2016-08-25,46.721772,-92.06352,lksba,LSNERR,,,,19.512820512820515,207.17948717948718,7.430769230769231,22.22051282051282,4.47948717948718,51.45897435897436,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,46.748649,-92.10027,lksbl,LSNERR,,,,6.0625,189.375,7.608333333333333,22.136458333333334,6.325,72.43229166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,46.65685,-92.20166,lksol,LSNERR,,,,5.729166666666667,170.10416666666666,7.836458333333334,22.669791666666665,7.733333333333333,89.53229166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,46.67236,-92.135614,lkspo,LSNERR,,,,26.291666666666664,254.89583333333334,7.351041666666667,22.65,4.1125,47.6625,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,46.748649,-92.10027,lksbl,LSNERR,,,,6.40625,192.1875,7.640625,21.359375,6.692708333333333,75.484375,,,,,,,,,,,,,,,,,,,,,,
2016-08-27,46.65685,-92.20166,lksol,LSNERR,,,,5.84375,179.0625,7.801041666666666,22.182291666666668,7.490625,85.93229166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-27,46.67236,-92.135614,lkspo,LSNERR,,,,26.020833333333336,253.22916666666666,7.311458333333333,21.940625,3.765625,43.05520833333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-27,46.748649,-92.10027,lksbl,LSNERR,,,,5.364583333333334,191.04166666666666,7.626041666666667,21.038541666666667,6.685416666666667,74.96041666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-28,46.65685,-92.20166,lksol,LSNERR,,,,5.927083333333333,180,7.746875,21.964583333333334,7.294791666666667,83.34895833333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-28,46.67236,-92.135614,lkspo,LSNERR,,,,25.447916666666668,255.72916666666666,7.286458333333333,21.628125,3.417708333333333,38.802083333333336,,,,,,,,,,,,,,,,,,,,,,
2016-08-28,46.748649,-92.10027,lksbl,LSNERR,,,,5.65625,189.58333333333334,7.647916666666666,20.620833333333334,7.028125,78.17916666666666,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,46.65685,-92.20166,lksol,LSNERR,,,,6.052083333333333,180,7.765625,22.023958333333333,7.391666666666667,84.575,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,46.67236,-92.135614,lkspo,LSNERR,,,,25.791666666666664,253.02083333333334,7.29375,22.165625,3.903125,44.83958333333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,46.748649,-92.10027,lksbl,LSNERR,,,,5.5,185,7.664583333333333,20.026041666666668,7.355208333333334,80.85,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,46.65685,-92.20166,lksol,LSNERR,,,,6.416666666666667,180,7.79375,22.655208333333334,7.542708333333334,87.37708333333333,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,46.67236,-92.135614,lkspo,LSNERR,,,,25.583333333333336,256.875,7.290625,23.0625,3.9302083333333333,45.9375,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,46.72388889,-92.1447222,USGS-464326092084101,USGS-MN,,,,,194.5,7.8,23.8,7.6000000000000005,,20.7,,20.7,1.1,0.96,0.85,0.72,,0.19,0.048668,0.048,0.028,,0.01302,22.916666666666668,18.818181818181817,431.25,,,,8.75,6.88
2016-08-30,46.748649,-92.10027,lksbl,LSNERR,,,,5.145833333333334,190.9375,7.644791666666666,20.616666666666667,7.127083333333333,79.315625,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,46.65685,-92.20166,lksol,LSNERR,,,,5.510416666666666,180.72916666666666,7.826041666666667,22.48125,7.588541666666667,87.63645833333334,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,46.67236,-92.135614,lkspo,LSNERR,,,,24.59375,256.6666666666667,7.288541666666666,22.670833333333334,3.921875,45.50729166666667,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,46.748649,-92.10027,lksbl,LSNERR,,,,5.894736842105263,197.70833333333334,7.639583333333333,20.613541666666666,7.158333333333333,79.71041666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,46.65685,-92.20166,lksol,LSNERR,,,,5.072916666666667,189.0625,7.835416666666666,22.119791666666668,7.423958333333333,85.07395833333334,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,46.67236,-92.135614,lkspo,LSNERR,,,,23.583333333333332,254.27083333333334,7.2906249999999995,22.202083333333334,3.86875,44.38333333333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,46.748649,-92.10027,lksbl,LSNERR,,,,6.229166666666666,190,7.680208333333333,20.195833333333333,7.503125,82.828125,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,46.65685,-92.20166,lksol,LSNERR,,,,5.114583333333333,192.1875,7.836458333333334,21.86875,7.384375,84.25208333333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,46.67236,-92.135614,lkspo,LSNERR,,,,22.447916666666668,257.5,7.301041666666666,21.565625,3.95625,44.87291666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,46.748649,-92.10027,lksbl,LSNERR,,,,5.25,189.6875,7.636458333333334,20.41875,7.059375,78.29583333333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-03,46.65685,-92.20166,lksol,LSNERR,,,,4.96875,200,7.830208333333333,21.815625,7.395833333333333,84.26875,,,,,,,,,,,,,,,,,,,,,,
2016-09-03,46.67236,-92.135614,lkspo,LSNERR,,,,21.791666666666668,257.9166666666667,7.3125,21.29375,4.073958333333334,46.02395833333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-03,46.748649,-92.10027,lksbl,LSNERR,,,,5.126315789473684,191.25,7.629166666666666,20.667708333333334,6.841666666666667,76.16875,,,,,,,,,,,,,,,,,,,,,,
2016-09-04,46.65685,-92.20166,lksol,LSNERR,,,,4.375,202.91666666666666,7.788541666666666,21.804166666666667,7.172916666666667,81.69270833333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-04,46.67236,-92.135614,lkspo,LSNERR,,,,49.9375,258.6458333333333,7.313541666666667,21.1625,4.146875,46.65416666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-04,46.748649,-92.10027,lksbl,LSNERR,,,,3.979166666666667,183.4375,7.651041666666667,20.742708333333333,6.95,77.46979166666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,46.65685,-92.20166,lksol,LSNERR,,,,4.729166666666666,210.625,7.80625,21.91875,7.163541666666667,81.73125,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,46.67236,-92.135614,lkspo,LSNERR,,,,23.135416666666664,262.7083333333333,7.351041666666667,21.45,4.341666666666667,49.10208333333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,46.748649,-92.10027,lksbl,LSNERR,,,,4.291666666666666,183.22916666666666,7.70625,20.7875,7.259375,80.99166666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-06,46.65685,-92.20166,lksol,LSNERR,,,,6.28125,220.625,7.809375,22.429166666666667,6.971875,80.32916666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-06,46.67236,-92.135614,lkspo,LSNERR,,,,25.458333333333332,263.4375,7.2906249999999995,22.444791666666667,3.646875,42.057291666666664,,,,,,,,,,,,,,,,,,,,,,
2016-09-06,46.748649,-92.10027,lksbl,LSNERR,,,,4.208333333333333,179.375,7.717708333333333,20.422916666666666,7.547916666666667,83.67291666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,46.65685,-92.20166,lksol,LSNERR,,,,6.885416666666667,247.5,7.93125,21.836458333333333,7.079166666666667,80.60833333333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,46.67236,-92.135614,lkspo,LSNERR,,,,23.072916666666664,258.8541666666667,7.227083333333334,21.890625,3.058333333333333,34.815625,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,46.748649,-92.10027,lksbl,LSNERR,,,,4.916666666666666,182.29166666666666,7.736458333333333,20.077083333333334,7.744791666666667,85.25729166666666,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,46.65685,-92.20166,lksol,LSNERR,,,,9.78125,236.5625,8.013541666666667,21.208333333333332,8.025,90.37291666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,46.67236,-92.135614,lkspo,LSNERR,,,,30.020833333333332,282.5,7.325,21.064583333333335,3.8010416666666664,42.696875,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,46.748649,-92.10027,lksbl,LSNERR,,,,4.854166666666667,188.125,7.729166666666667,20.48125,7.271875,80.64479166666666,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,46.65685,-92.20166,lksol,LSNERR,,,,8.59375,224.79166666666669,8.044791666666667,20.679166666666667,8.529166666666667,95.06770833333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,46.67236,-92.135614,lkspo,LSNERR,,,,35.791666666666664,313.4375,7.40625,20.365625,3.7572916666666667,41.62708333333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,46.748649,-92.10027,lksbl,LSNERR,,,,4.416666666666666,187.08333333333334,7.714583333333334,20.722916666666666,6.959375,77.58854166666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-10,46.65685,-92.20166,lksol,LSNERR,,,,7.723404255319149,234.25531914893617,8.008510638297873,19.857446808510637,8.546808510638298,93.79361702127659,,,,,,,,,,,,,,,,,,,,,,
2016-09-10,46.67236,-92.135614,lkspo,LSNERR,,,,37.208333333333336,308.2291666666667,7.447916666666667,20.240625,4.313541666666667,47.71875,,,,,,,,,,,,,,,,,,,,,,
2016-09-10,46.721772,-92.06352,lksba,LSNERR,,,,10.21951219512195,200,7.692682926829268,20.446341463414633,8.06341463414634,89.4560975609756,,,,,,,,,,,,,,,,,,,,,,
2016-09-10,46.748649,-92.10027,lksbl,LSNERR,,,,5.291666666666666,203.95833333333331,7.686458333333333,20.90833333333333,6.694791666666666,74.94166666666666,,,,,,,,,,,,,,,,,,,,,,
2016-09-11,46.67236,-92.135614,lkspo,LSNERR,,,,32.42708333333333,300,7.4625,20.0375,4.580208333333333,50.46875,,,,,,,,,,,,,,,,,,,,,,
2016-09-11,46.721772,-92.06352,lksba,LSNERR,,,,9.40625,201.66666666666666,7.666666666666667,20.010416666666668,7.929166666666666,87.21666666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-11,46.748649,-92.10027,lksbl,LSNERR,,,,4.322916666666666,203.54166666666669,7.695833333333333,20.45625,6.778125,75.103125,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,46.67236,-92.135614,lkspo,LSNERR,,,,30.125,299.5833333333333,7.427083333333334,20.08125,4.410416666666666,48.56875,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,46.721772,-92.06352,lksba,LSNERR,,,,8.90625,200.83333333333334,7.685416666666667,20.036458333333332,7.85625,86.49270833333334,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,46.748649,-92.10027,lksbl,LSNERR,,,,4.0625,208.22916666666669,7.726041666666666,20.409375,6.8125,75.45833333333333,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,46.67236,-92.135614,lkspo,LSNERR,,,,28.6875,291.875,7.423958333333333,19.377083333333335,4.35625,47.364583333333336,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,46.721772,-92.06352,lksba,LSNERR,,,,9.552083333333332,200,7.654166666666667,19.416666666666668,7.939583333333333,86.215625,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,46.748649,-92.10027,lksbl,LSNERR,,,,5.083333333333333,206.35416666666666,7.767708333333333,19.610416666666666,7.173958333333333,78.20104166666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,46.67236,-92.135614,lkspo,LSNERR,,,,26.104166666666668,288.2291666666667,7.430208333333334,18.303125,4.654166666666667,49.501041666666666,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,46.721772,-92.06352,lksba,LSNERR,,,,8.489583333333334,200.9375,7.689583333333333,18.645833333333332,8.108333333333334,86.76979166666666,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,46.748649,-92.10027,lksbl,LSNERR,,,,5.489583333333334,210.83333333333334,7.75625,18.584375,7.370833333333334,78.7625,,,,,,,,,,,,,,,,,,,,,,
2016-09-15,46.67236,-92.135614,lkspo,LSNERR,,,,24.25,284.375,7.414583333333334,18.069791666666667,4.761458333333334,50.34166666666667,,,,,,,,,,,,,,,,,,,,,,
2016-09-15,46.721772,-92.06352,lksba,LSNERR,,,,8.21875,202.5,7.741666666666667,18.639583333333334,8.257291666666667,88.36666666666667,,,,,,,,,,,,,,,,,,,,,,
