date,latitude,longitude,site,source,chl,chl_field,tss,turb,cond,ph,temp,do,do_sat,doc,poc,toc,tn,tdn,ton,don,pon,no3,nh3,tp,tdp,pp,po4,npr,cnr,cpr,pnpr,pcnr,pcpr,si,cl
2010-01-25,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,1.2,6.8,209,7.91,,,,,,,,,,,,,,0.021,,,,,,,,,,,13.9
2010-01-25,46.75,-92.1,MNPCA-S003-975,MNPCA,,,1.2,5.1,238,8.44,,,,,,,,,,,,,0.16,0.028,,,,,,,,,,,10.700000000000001
2010-03-01,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,2.4,20.4,204,7.5,,,,,,,,,,,,,,0.023,,,,,,,,,,,6.23
2010-03-01,46.747955,-92.09997,MNPCA-S000-277,MNPCA,,,1.4000000000000001,7.9,180,7.5,,,,,,,,,,,,,0.07,0.016,,,,,,,,,,,7.68
2010-04-26,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,4,12.8,193,8.29,,,,,,,,,,,,,,0.027,,,,,,,,,,,7.0200000000000005
2010-04-26,46.747955,-92.09997,MNPCA-S000-277,MNPCA,,,3.2,11,217,8.33,,,,,,,,,,,,,0.16,0.035,,,,,,,,,,,12.9
2010-05-11,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,3.6,10.6,195,7.02,,,,,,15,,,,,,,,0.025,,,,,,600,,,,,7.38
2010-05-11,46.747955,-92.09997,MNPCA-S000-277,MNPCA,,,2,8.9,221,7.89,,,,,,12,,,,,,,0.1,0.03,,,,,,400,,,,,13.200000000000001
2010-06-03,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,191,8.06,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-07,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,3.6,8.3,178,7.89,,,,,,,,,,,,,,0.034,,,,,,,,,,,6.22
2010-06-07,46.747955,-92.09997,MNPCA-S000-277,MNPCA,,,2.4,7,211,7.83,,,,,,,,,,,,,0.14,0.035,,,,,,,,,,,12.200000000000001
2010-06-14,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,186,7.92,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-18,46.659147,-92.277815,MNPCA-S004-976,MNPCA,,,5,7.17,193.7,7.81,,,,,,,,,,,,,,0.038,,,,,,,,,,,
2010-06-18,46.661504,-92.285063,MNPCA-S004-971,MNPCA,,,5,6.55,195.7,7.76,,,,,,,,,,,,,,0.052000000000000005,,,,,,,,,,,
2010-06-29,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,195,7.74,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-07,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,162,7.53,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-16,46.659147,-92.277815,MNPCA-S004-976,MNPCA,,,4,6,208.3,7.65,,,,,,,,,,,,,0.05,0.057,,,,,,,,,,,
2010-07-16,46.661504,-92.285063,MNPCA-S004-971,MNPCA,,,4,6.11,210.8,7.64,,,,,,,,,,,,,0.05,0.058,,,,,,,,,,,
2010-07-18,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,4.4,8.9,202,7.52,,,,,,26,,,,,,,,0.088,,,,,,295.4545454545455,,,,,
2010-07-18,46.747955,-92.09997,MNPCA-S000-277,MNPCA,,,2,7.1,179,7.51,,,,,,13,,,,,,,0.07,0.041,,,,,,317.0731707317073,,,,,
2010-07-20,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,200,7.82,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-28,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,229,7.92,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-30,46.659147,-92.277815,MNPCA-S004-976,MNPCA,,,5,8.84,217.2,7.72,,,,,,,,,,,,,0.14,0.054,,,,,,,,,,,
2010-07-30,46.661504,-92.285063,MNPCA-S004-971,MNPCA,,,5,9.24,217.2,7.77,,,,,,,,,,,,,0.14,0.064,,,,,,,,,,,
2010-08-02,46.7511111,-92.1094444,USGS-464504092063401,USGS-MN,,,,,250,7.5,22.7,12.24,,,,17,,,,,,,,,,,,,,,,,,,
2010-08-03,46.7161111,-92.0388889,USGS-464258092022001,USGS-MN,,,,,170.77777777777777,7.7,20.788888888888888,6.877777777777778,,,,11.3,,,,,,,,,,,,,,,,,,,
2010-08-03,46.7175,-92.0397222,USGS-464303092022301,USGS-MN,,,,,184,8.6,24.85,7.25,,,,14,,,,,,,,,,,,,,,,,,,
2010-08-03,46.73888889,-92.0619444,USGS-464420092034301,USGS-MN,,,,,183,8.4,24.666666666666668,6.8,,,,11.700000000000001,,,,,,,,,,,,,,,,,,,
2010-08-03,46.74027778,-92.0658333,USGS-464425092035701,USGS-MN,,,,,187,8.333333333333334,24.166666666666668,6.566666666666666,,,,11.8,,,,,,,,,,,,,,,,,,,
2010-08-03,46.74277778,-92.0727778,USGS-464434092042201,USGS-MN,,,,,185,8,22.95,7.183333333333334,,,,11.3,,,,,,,,,,,,,,,,,,,
2010-08-03,46.74805556,-92.0841667,USGS-464453092050301,USGS-MN,,,,,193.83333333333334,7.65,22.216666666666665,6.516666666666667,,,,12.1,,,,,,,,,,,,,,,,,,,
2010-08-03,46.7508333,-92.0730556,USGS-464503092042301,USGS-MN,,,,,185,8.280000000000001,22.98,7.6000000000000005,,,,12,,,,,,,,,,,,,,,,,,,
2010-08-04,46.75166667,-92.1155556,USGS-464506092065601,USGS-MN,,,,,218,7.9,24,7.583333333333334,,,,17,,,,,,,,,,,,,,,,,,,
2010-08-04,46.7694444,-92.0925,USGS-464610092053301,USGS-MN,,,,,178.66666666666666,8,21.71666666666667,8.5,,,,10.1,,,,,,,,,,,,,,,,,,,
2010-08-04,46.7697222,-92.0905556,USGS-464611092052601,USGS-MN,,,,,185.2,8.38,22.84,9.3,,,,10.5,,,,,,,,,,,,,,,,,,,
2010-08-04,46.77388889,-92.1061111,USGS-464626092062201,USGS-MN,,,,,155,7.775,18.900000000000002,8.6875,,,,6.6000000000000005,,,,,,,,,,,,,,,,,,,
2010-08-04,46.7747222,-92.0938889,USGS-464629092053801,USGS-MN,,,,,166.375,7.9625,21.1375,8.3875,,,,9.200000000000001,,,,,,,,,,,,,,,,,,,
2010-08-04,46.7758333,-92.0938889,USGS-464633092053801,USGS-MN,,,,,161.85714285714286,8,20.928571428571427,8.557142857142857,,,,8.4,,,,,,,,,,,,,,,,,,,
2010-08-04,46.7819444,-92.0966667,USGS-464655092054801,USGS-MN,,,,,147.75,7.6875,20.1125,7.925,,,,7.3,,,,,,,,,,,,,,,,,,,
2010-08-05,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,265,7.97,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-05,46.73,-92.1538889,USGS-464348092091401,USGS-MN,,,,,209.2,7.7,23.2,7.46,,,,18.2,,,,,,,,,,,,,,,,,,,
2010-08-05,46.7372222,-92.1505556,USGS-464414092090201,USGS-MN,,,,,215,8.3,23.175,9.075,,,,17.7,,,,,,,,,,,,,,,,,,,
2010-08-05,46.7386111,-92.1480556,USGS-464419092085301,USGS-MN,,,,,211.28571428571428,7.757142857142857,22.614285714285714,7.2,,,,16.5,,,,,,,,,,,,,,,,,,,
2010-08-05,46.75055556,-92.1344444,USGS-464502092080401,USGS-MN,,,,,203.44444444444446,7.655555555555556,21.555555555555557,6.933333333333334,,,,14.5,,,,,,,,,,,,,,,,,,,
2010-08-05,46.75777778,-92.1177778,USGS-464528092070401,USGS-MN,,,,,251.88888888888889,7.533333333333333,21.422222222222224,6.833333333333334,,,,14.700000000000001,,,,,,,,,,,,,,,,,,,
2010-08-05,46.75888889,-92.12,USGS-464532092071201,USGS-MN,,,,,242.83333333333334,7.583333333333333,21.433333333333334,6.95,,,,14,,,,,,,,,,,,,,,,,,,
2010-08-05,46.7619444,-92.1183333,USGS-464543092070601,USGS-MN,,,,,240.5,7.6,21.416666666666668,7.066666666666667,,,,13.700000000000001,,,,,,,,,,,,,,,,,,,
2010-08-09,46.6897222,-92.1838889,USGS-0402403450,USGS-MN,,,,,237.66666666666666,7.85,24.9,7.183333333333334,,,,20.5,,,,,,,,,,,,,,,,,,,
2010-08-09,46.72388889,-92.1447222,USGS-464326092084101,USGS-MN,,,,,248,7.866666666666667,23.783333333333335,6.9,,,,19,,,,,,,,,,,,,,,,,,,
2010-08-10,46.65388889,-92.2377778,USGS-0402402850,USGS-MN,,,,,195.66666666666666,8.783333333333333,24.8,6.2,,,,18.900000000000002,,,,,,,,,,,,,,,,,,,
2010-08-10,46.65888889,-92.2638889,USGS-04024026,USGS-MN,,,,,207.5,7.7,25.9,6.125,,,,20.1,,,,,,,,,,,,,,,,,,,
2010-08-12,46.73,-92.06917,WIDNR_WQX-10034505,WIDNR_WQX,,,,,222,7.73,,7.77,93.4,,,,,,,,,,,,,,,,,,,,,,
2010-08-12,46.73,-92.0691667,USGS-464348092040901,USGS-MN,,,,,221.57142857142858,7.7,23.071428571428573,7.828571428571428,,,,15.200000000000001,,,,,,,,,,,,,,,,,,,
2010-08-12,46.7425,-92.085,USGS-464433092050601,USGS-MN,,,,,216.94444444444446,7.647222222222222,22.58888888888889,7.477777777777778,89.3,,,18.400000000000002,,,,,,,,,,,,,,,,,,,
2010-08-12,46.74277778,-92.0727778,USGS-464434092042201,USGS-MN,,,,,214,8.2,24.4,9.3,,,,,,,,,,,,,,,,,,,,,,,
2010-08-12,46.74555556,-92.1177778,USGS-464444092070401,USGS-MN,,,,,224.6,7.68,24.5,6.96,,,,18.6,,,,,,,,,,,,,,,,,,,
2010-08-12,46.745556,-92.117775,WIDNR_WQX-10034508,WIDNR_WQX,,,,,226,7.65,,6.97,85.4,,,,,,,,,,,,,,,,,,,,,,
2010-08-12,46.7819444,-92.0966667,USGS-464655092054801,USGS-MN,,,,,192,7.7,22.6,8.6,,,,,,,,,,,,,,,,,,,,,,,
2010-08-13,46.659147,-92.277815,MNPCA-S004-976,MNPCA,,,2,5.04,157.4,7.44,,,,,,,,,,,,,0.06,0.053,,,,,,,,,,,
2010-08-13,46.661504,-92.285063,MNPCA-S004-971,MNPCA,,,3,7.05,158.5,7.48,,,,,,,,,,,,,0.07,0.054,,,,,,,,,,,
2010-08-18,46.699,-92.01178,NCCAGL10-2001,NCCA,2.37,,,37.825,149.425,7.25,15.375,9.6,,,,,0.963,,,,,0.193,0.047,0.0541,,,0.027,17.800369685767098,,,,,,,
2010-08-18,46.699116,-92.01106,WIDNR_WQX-10031417,WIDNR_WQX,,,,,,,,,,,,,,,,,,,,,,,0.04055,,,,,,,,
2010-08-18,46.71319,-92.0482,WIDNR_WQX-10014686,WIDNR_WQX,,,,,,,,,,,,,,,,,,,0.032057999999999996,,,,0.02905,,,,,,,,
2010-08-18,46.727892,-92.048487,MNPCA-16-0001-00-B004,MNPCA,,,,2.0272,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-18,46.75022,-92.09985,WIDNR_WQX-10014688,WIDNR_WQX,,,,,,,,,,,,,,,,,,,0.06411599999999999,,,,0.030199999999999998,,,,,,,,
2010-08-18,46.762762,-92.086212,MNPCA-16-0001-00-B037,MNPCA,,,,8.1088,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-18,46.769025,-92.089823,MNPCA-16-0001-00-B007,MNPCA,,,,7.2219,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-19,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,197,7.64,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-20,46.762762,-92.086212,MNPCA-16-0001-00-B037,MNPCA,,,,13.8103,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-20,46.769025,-92.089823,MNPCA-16-0001-00-B007,MNPCA,,,,24.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-21,46.70767,-92.03614,NCCAGL10-GLBA10-134,NCCA,2.15,,,,,,,,,,,,0.92625,,,,,0.298,0.063,0.0524575,,,0.019,17.657151027021875,,,,,,,
2010-08-22,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,6,10.7,191,7.01,,,,,,,,,,,,,,0.057,,,,,,,,,,,7.96
2010-08-22,46.73941,-92.08606,NCCAGL10-GLBA10-118,NCCA,3.28,,,,,,,,,,,,1.06125,,,,,0.168,0.046,0.06306625,,,0.024,16.827542465264703,,,,,,,
2010-08-22,46.747955,-92.09997,MNPCA-S000-277,MNPCA,,,4.4,20.3,208,6.5,,,,,,,,,,,,,,0.059000000000000004,,,,,,,,,,,11.8
2010-08-23,46.653409,-92.226583,MNPCA-16-0001-00-B001,MNPCA,,,,7.79205,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,46.700838,-92.207298,MNPCA-16-0001-00-B002,MNPCA,,,,8.577589999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,46.727892,-92.048487,MNPCA-16-0001-00-B004,MNPCA,,,,6.7151,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,46.75058,-92.095,NGL_MN-10011,NCCA,1.55,,,,,,,,,,,,1.085,,,,,0.154,0.074,0.06370375,,,0.023,17.031964366304965,,,,,,,
2010-08-23,46.762762,-92.086212,MNPCA-16-0001-00-B037,MNPCA,,,,9.3758,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-23,46.769025,-92.089823,MNPCA-16-0001-00-B007,MNPCA,,,,8.869,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-25,46.727892,-92.048487,MNPCA-16-0001-00-B004,MNPCA,,,,8.3622,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-25,46.762762,-92.086212,MNPCA-16-0001-00-B037,MNPCA,,,,16.090899999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-25,46.769025,-92.089823,MNPCA-16-0001-00-B007,MNPCA,,,,9.57852,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-26,46.65417,-92.26111,WIDNR_WQX-10014692,WIDNR_WQX,,,6,,,7.6,,8.1,,,,,,,,,,,,,,,0.042,,,,,,,,
2010-08-26,46.65963,-92.20287,WIDNR_WQX-10014691,WIDNR_WQX,,,4,,,7.8,,7.8,,,,,,,,,,,,,,,0.0395,,,,,,,,
2010-08-26,46.697556,-92.20041,WIDNR_WQX-10014690,WIDNR_WQX,,,4,,,7.9,,7.6,,,,,,,,,,,,,,,0.041999999999999996,,,,,,,,
2010-08-26,46.71319,-92.0482,WIDNR_WQX-10014686,WIDNR_WQX,,,7,,,,,7.4,,,,,,,,,,,,,,,0.043000000000000003,,,,,,,,
2010-08-26,46.72261,-92.14439,WIDNR_WQX-10014689,WIDNR_WQX,,,5,,,8,,7.5,,,,,,,,,,,,,,,0.045,,,,,,,,
2010-08-26,46.7272,-92.06205,WIDNR_WQX-10014687,WIDNR_WQX,,,5,,,,,8,,,,,,,,,,,,,,,0.037,,,,,,,,
2010-08-26,46.75022,-92.09985,WIDNR_WQX-10014688,WIDNR_WQX,,,4,,,7.8,,7.6,,,,,,,,,,,,,,,0.041499999999999995,,,,,,,,
2010-08-27,46.659147,-92.277815,MNPCA-S004-976,MNPCA,,,4,5.63,184.3,7.69,,,,,,,,,,,,,0.04,0.055,,,,,,,,,,,
2010-08-27,46.661504,-92.285063,MNPCA-S004-971,MNPCA,,,4,6.08,185.6,7.64,,,,,,,,,,,,,0.05,0.054,,,,,,,,,,,
2010-08-30,46.653409,-92.226583,MNPCA-16-0001-00-B001,MNPCA,,,,6.7151,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,46.700838,-92.207298,MNPCA-16-0001-00-B002,MNPCA,,,,5.954899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,46.727892,-92.048487,MNPCA-16-0001-00-B004,MNPCA,,,,17.738,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,46.762762,-92.086212,MNPCA-16-0001-00-B037,MNPCA,,,,8.7423,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-30,46.76353,-92.09742,NGL_MN-10012,NCCA,9.29,,,,181.71298701298701,7.551269841269841,20.614285714285714,4.68235294117647,,,,,1.00375,,,,,0.22,0.032,0.05497250000000001,,,0.02,18.25912956478239,,,,,,,
2010-08-30,46.769025,-92.089823,MNPCA-16-0001-00-B007,MNPCA,,,,8.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,,,184,7.72,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,46.727892,-92.048487,MNPCA-16-0001-00-B004,MNPCA,,,,12.923399999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,46.762762,-92.086212,MNPCA-16-0001-00-B037,MNPCA,,,,8.869,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,46.769025,-92.089823,MNPCA-16-0001-00-B007,MNPCA,,,,7.2219,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,46.659154,-92.283249,MNPCA-S000-021,MNPCA,,,3.6,15.7,200,6.72,,,,,,,,,,,,,,0.043000000000000003,,,,,,,,,,,7.82
2010-09-27,46.747955,-92.09997,MNPCA-S000-277,MNPCA,,,3.2,13.2,298,6.8,,,,,,,,,,,,,0.17,0.066,,,,,,,,,,,23.8
2010-10-07,46.6469444,-92.2211111,USGS-463849092131601,USGS-MN,,,,,232,8,14.9,9.4,,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,46.646946,-92.22111,WIDNR_WQX-10034500,WIDNR_WQX,,,,,232,7.99,,9.38,92.7,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,46.66638889,-92.1955556,USGS-463959092114401,USGS-MN,,,,,226,8.4,14.3,9.8,,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,46.66639,-92.19556,WIDNR_WQX-10034501,WIDNR_WQX,,,,,226,8.41,,9.76,95.3,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,46.7025,-92.2,USGS-464209092120001,USGS-MN,,,,,218,8.09,15.2,7.68,77.5,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,46.707493,-92.1575,WIDNR_WQX-10034499,WIDNR_WQX,,,,,206,7.55,,8.69,85.9,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,46.7075,-92.1575,USGS-464227092092701,USGS-MN,,,,,206,7.5,14.2,8.700000000000001,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,46.691944,-92.003334,WIDNR_WQX-10034502,WIDNR_WQX,,,,,212,8.33,,9.65,91.1,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,46.6919444,-92.0033333,USGS-464131092001201,USGS-MN,,,,,212,8.3,12.8,9.700000000000001,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,46.720276,-92.053055,WIDNR_WQX-10034504,WIDNR_WQX,,,,,278,8.15,,9.49,90,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,46.72027778,-92.0530556,USGS-464313092031101,USGS-MN,,,,,278,8.2,13,9.5,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,46.74139,-92.09611,WIDNR_WQX-10034506,WIDNR_WQX,,,,,331,7.43,,8.65,84.8,,,,,,,,,,,,,,,,,,,,,,
2011-05-03,46.6569444,-92.2016667,USGS-463925092120601,USGS-MN,,,,,117,7.8,,13.4,,,,,1.1,0.97,,,,0.109,,0.056,0.018000000000000002,,0.007749000000000001,19.642857142857142,,,,,,,
2011-05-03,46.72388889,-92.1447222,USGS-464326092084101,USGS-MN,,,,,128,7.8,7.9,12.8,,,,,1,0.97,0.91,0.85,,0.112,0.010432,0.065,0.031,,0.008075,15.384615384615383,,,,,,,
2011-05-03,46.7511111,-92.1094444,USGS-464504092063401,USGS-MN,,,,,140,7.9,10.4,12.8,,,,,0.99,0.94,0.85,0.8,,0.115,0.028192000000000002,0.044,0.017,,0.008075,22.5,,,,,,,
2011-05-04,46.6919444,-92.0033333,USGS-464131092001201,USGS-MN,,,,,,,,,,,,,1.5,0.9,,,,0.202,,0.18,0.013000000000000001,,,8.333333333333334,,,,,,,
2011-07-18,46.72388889,-92.1447222,USGS-464326092084101,USGS-MN,,,,,183,7.2,23.5,6.5,,,,,1,1,0.91,0.88,,0.079,0.049444,0.068,0.047,,0.031974,14.705882352941176,,,,,,,
2011-07-18,46.7511111,-92.1094444,USGS-464504092063401,USGS-MN,,,,,196,7.3,20.4,7.7,,,,,1.1,1,0.74,0.68,,0.215,0.120916,0.044,0.028,,0.015823999999999998,25.000000000000004,,,,,,,
2011-08-08,46.72388889,-92.1447222,USGS-464326092084101,USGS-MN,,,,,137,6.5,25.3,6.8,,,,,1.2,1,1,0.86,,0.111,0.030132,0.07,0.042,,0.025214,17.142857142857142,,,,,,,
2011-08-08,46.74555556,-92.1177778,USGS-464444092070401,USGS-MN,,,,,155,7.1,24.4,6.8,,,,,1,0.98,0.87,0.81,,0.142,0.030908,0.066,0.041,,0.026203000000000004,15.15151515151515,,,,,,,
2011-08-15,46.71319,-92.0482,WIDNR_WQX-10014686,WIDNR_WQX,,,6,,176.325,7.92,,9.025,,,,,,,,,,,,,,,0.047,,,,,,,,
2011-08-15,46.75022,-92.09985,WIDNR_WQX-10014688,WIDNR_WQX,,,5,,174.95,7.51,,7.825,,,,,,,,,,,,,,,0.0585,,,,,,,,
2011-09-07,46.6569444,-92.2016667,USGS-463925092120601,USGS-MN,,,,,198,7.2,,8.1,,,,,1.3,1.3,1.1,1.1,,0.174,0.019312000000000003,0.052000000000000005,0.052000000000000005,,0.032137,25,,,,,,,
2011-09-07,46.72388889,-92.1447222,USGS-464326092084101,USGS-MN,,,,,184,6.8,19.5,7,,,,,1.4,1.3,1.2,1.1,,0.18,0.030908,0.076,0.075,,0.055047,18.421052631578945,,,,,,,
2011-09-07,46.74555556,-92.1177778,USGS-464444092070401,USGS-MN,,,,,193,6.9,18.2,8.2,,,,,1.2,1.2,0.8,0.8,,0.292,0.06914400000000001,0.054,0.054,,0.037245,22.22222222222222,,,,,,,
2012-05-08,46.65685,-92.20166,lksol,LSNERR,6.404999999999999,,,,,,,,,,,,0.795,,,,,0.1185,,,,,,,,,,,,,
2012-05-08,46.721772,-92.06352,lksba,LSNERR,8.9,,,,,,,,,,,,0.905,,,,,0.287,,,,,,,,,,,,,
2012-05-08,46.748649,-92.10027,lksbl,LSNERR,4.74,,,,,,,,,,,,0.905,,,,,0.1555,,,,,,,,,,,,,
2012-06-05,46.64515,-92.25095,WIDNR_WQX-10037330,WIDNR_WQX,,,,60.6,140,7.36,,5.97,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,46.64592,-92.24967,WIDNR_WQX-10037331,WIDNR_WQX,,,,28.1,132,7.56,,8.48,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,46.64738,-92.2477,WIDNR_WQX-10037332,WIDNR_WQX,,,,34.5,124,7.6,,8.57,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,46.64805,-92.24492,WIDNR_WQX-10037333,WIDNR_WQX,,,,34.5,124,7.6,,8.57,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,46.654495,-92.26458,WIDNR_WQX-10037334,WIDNR_WQX,,,,29,138,7.13,,8.8,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,46.65455,-92.26472,WIDNR_WQX-10037336,WIDNR_WQX,,,,23.4,125,7.34,,9.2,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,46.6548,-92.26528,WIDNR_WQX-10037337,WIDNR_WQX,,,,25.1,119,7.35,,8.54,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,46.65558,-92.2663,WIDNR_WQX-10037338,WIDNR_WQX,,,,25.7,133,7.34,,7.3,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,46.683647,-91.99311,WIDNR_WQX-10037321,WIDNR_WQX,,,,150,132,7.77,,8.2,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,46.683693,-91.993126,WIDNR_WQX-10037320,WIDNR_WQX,,,,163,140,7.5,,8.25,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,46.6837,-91.99313,WIDNR_WQX-10037322,WIDNR_WQX,,,,141,131,7.71,,8.13,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,46.685,-91.99339,WIDNR_WQX-10037323,WIDNR_WQX,,,,161.9,125,7.63,,8.01,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,46.69438,-92.19238,WIDNR_WQX-10037325,WIDNR_WQX,,,,15,117,7.71,,9.26,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,46.69443,-92.19223,WIDNR_WQX-10037326,WIDNR_WQX,,,,18.2,117,7.53,,9.27,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,46.69462,-92.19167,WIDNR_WQX-10037328,WIDNR_WQX,,,,15.5,117,7.73,,9.2,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,46.69494,-92.19056,WIDNR_WQX-10037329,WIDNR_WQX,,,,21.1,116,7.96,,9.13,,,,,,,,,,,,,,,,,,,,,,,
2012-06-12,46.68536,-92.15749,WIDNR_WQX-10028981,WIDNR_WQX,,,17,62,124,7.6,,7.8,90.8,,,,,,,,,,,,,,0.097,,,,,,,,
2012-06-13,46.65685,-92.20166,lksol,LSNERR,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-13,46.721772,-92.06352,lksba,LSNERR,7.890000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-13,46.748649,-92.10027,lksbl,LSNERR,3.2199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-15,46.721772,-92.06352,lksba,LSNERR,,,,10.8125,180,7.278125,19.7,7.378125,80.59375,,,,,,,,,,,,,,,,,,,,,,
2012-06-16,46.721772,-92.06352,lksba,LSNERR,,,,9.145833333333334,178.33333333333334,7.283333333333333,19.7125,7.121875,77.84166666666667,,,,,,,,,,,,,,,,,,,,,,
2012-06-17,46.721772,-92.06352,lksba,LSNERR,,,,11.375,185.3125,7.334375,19.053125,7.310416666666667,78.8625,,,,,,,,,,,,,,,,,,,,,,
2012-06-18,46.721772,-92.06352,lksba,LSNERR,,,,13.676470588235293,186.76470588235293,7.358823529411765,19.44705882352941,7.464705882352941,81.1735294117647,,,,,,,,,,,,,,,,,,,,,,
2012-06-20,46.721772,-92.06352,lksba,LSNERR,,,,69.51851851851852,130,7.3,17.033333333333335,8.162962962962963,84.44444444444444,,,,,,,,,,,,,,,,,,,,,,
2012-06-21,46.721772,-92.06352,lksba,LSNERR,,,,134.10416666666669,149.58333333333331,7.347916666666666,17.698958333333334,7.797916666666667,81.84895833333333,,,,,,,,,,,,,,,,,,,,,,
2012-06-22,46.721772,-92.06352,lksba,LSNERR,,,,183.48958333333331,143.85416666666666,7.376041666666667,18.525,7.890625,84.13958333333333,,,,,,,,,,,,,,,,,,,,,,
2012-06-23,46.721772,-92.06352,lksba,LSNERR,,,,95.28125,132.8125,7.264583333333333,18.756249999999998,7.775,83.36041666666667,,,,,,,,,,,,,,,,,,,,,,
2012-06-24,46.721772,-92.06352,lksba,LSNERR,,,,51.65625,137.70833333333334,7.238541666666666,19.723958333333332,7.646875,83.596875,,,,,,,,,,,,,,,,,,,,,,
2012-06-25,46.68536,-92.15749,WIDNR_WQX-10028981,WIDNR_WQX,,,27,102,110,,,6.6,76.2,,,,,,,,,,,,,,0.095,,,,,,,,
2012-06-25,46.721772,-92.06352,lksba,LSNERR,,,,33.41666666666667,139.375,7.230208333333334,20.84375,7.598958333333333,84.90833333333333,,,,,,,,,,,,,,,,,,,,,,
